,Ead_NNP,Ead_reg,ontop_element,site_info
259,-1.740394592,-1.80581518,Ir,facet
260,-2.029961586,-2.131960848,Ir,corner
261,-1.734605789,-1.764099452,Ir,facet
262,-1.72579813,-1.756254338,Ir,facet
263,-1.662640095,-1.739026728,Ir,facet
264,-2.349707603,-2.503129026,Ir,corner
265,-1.798652172,-1.837080363,Ir,facet
266,-0.98638916,-1.192892513,Pd,facet
267,-1.339790821,-1.523308042,Pd,corner
268,-1.082206726,-1.248765724,Pd,facet
269,-1.274811745,-1.450404157,Pd,edge
270,-0.937809944,-1.227951262,Pd,facet
271,-0.938302994,-1.179693452,Pd,facet
272,-1.144073486,-1.301035233,Pd,edge
273,-0.916139126,-1.221458925,Pd,facet
274,-0.941653252,-1.214234371,Pd,facet
275,-1.179563522,-1.285906348,Pd,facet
276,-1.128215313,-1.271157094,Pd,facet
277,-0.999698639,-1.228852682,Pd,facet
278,-0.975167751,-1.216494683,Pd,facet
279,-1.000920773,-1.246849753,Pd,facet
280,-1.229819298,-1.365535098,Pd,edge
281,-1.141328812,-1.381766929,Pd,edge
282,-1.27870369,-1.419456056,Pd,corner
283,-1.181140423,-1.395434675,Pd,edge
284,-1.151857853,-1.320080827,Pd,edge
285,-0.90785408,-1.218279053,Pd,facet
286,-0.898081303,-1.209424487,Pd,facet
287,-0.965507984,-1.23750935,Pd,facet
288,-0.942253113,-1.198167784,Pd,facet
289,-1.437988758,-1.54077409,Pd,corner
290,-1.392777443,-1.228220439,Pt,edge
291,-1.769434452,-1.597108887,Pt,edge
292,-1.275404453,-1.016285646,Pt,facet
293,-1.72454977,-1.621357407,Pt,corner
294,-1.222140789,-1.010410174,Pt,facet
295,-1.364050388,-1.203397795,Pt,facet
296,-1.144271374,-1.003370281,Pt,facet
297,-1.071310997,-0.921574046,Pt,facet
298,-1.222784519,-0.959353026,Pt,facet
299,-1.287414551,-1.146349272,Pt,facet
300,-1.257989407,-1.081017728,Pt,facet
301,-1.384724617,-1.204223671,Pt,facet
302,-1.49867487,-1.385339054,Pt,corner
303,-1.522106171,-1.277812358,Pt,facet
304,-1.640088558,-1.561502953,Pt,corner
305,-1.474686146,-1.339913173,Pt,edge
306,-1.079917908,-0.931311513,Pt,facet
307,-1.193090439,-1.03911422,Pt,facet
308,-1.121669292,-1.034888883,Pt,facet
309,-1.305251122,-1.189354128,Pt,facet
310,-1.588373184,-1.509397288,Pt,edge
311,-1.166767597,-1.035950877,Pt,facet
312,-1.656995296,-1.539789744,Pt,edge
313,-1.787875652,-1.609654171,Rh,edge
314,-1.577649593,-1.52042469,Rh,edge
315,-1.634064198,-1.575278565,Rh,corner
316,-1.563153744,-1.481946618,Rh,edge
317,-1.754580021,-1.659675159,Rh,corner
318,-1.413575649,-1.388544867,Rh,facet
319,-1.64448452,-1.542971224,Rh,edge
320,-1.347008228,-1.353984239,Rh,facet
321,-1.628684998,-1.50286579,Rh,edge
322,-1.520409584,-1.41861343,Rh,facet
323,-1.595115185,-1.475961543,Rh,edge
324,-1.312329769,-1.371570682,Rh,facet
325,-1.325404167,-1.360154338,Rh,facet
326,-1.582030296,-1.524771681,Rh,edge
327,-1.583348751,-1.493015834,Rh,edge
328,-1.413577557,-1.399670431,Rh,facet
329,-1.777441502,-1.674877328,Rh,corner
330,-1.319794655,-1.375498428,Rh,facet
331,-1.708965778,-1.614989774,Rh,corner
332,-1.470939159,-1.464326955,Rh,edge
333,-1.309010983,-1.361686455,Rh,facet
334,-1.627957821,-1.453261314,Rh,facet
335,-1.524216652,-1.491831897,Rh,edge
336,-1.395258904,-1.423308391,Rh,facet
337,-1.64881134,-1.585440117,Rh,corner
338,-1.466804981,-1.420349703,Rh,facet
339,-1.637691021,-1.568241381,Rh,corner
340,-2.081401825,-1.966367739,Ru,edge
341,-1.727634907,-1.656826209,Ru,facet
342,-1.82408905,-1.734111814,Ru,facet
343,-1.95150423,-1.906929158,Ru,edge
344,-1.992866993,-2.041830204,Ru,corner
345,-1.808959484,-1.684447649,Ru,facet
346,-1.693123817,-1.60791704,Ru,facet
347,-2.191337585,-2.223658127,Ru,corner
348,-2.027426243,-1.922630068,Ru,edge
349,-1.893697262,-1.871635451,Ru,edge
350,-1.909566879,-1.962658584,Ru,corner
351,-2.047994614,-1.964112823,Ru,edge
352,-1.874661922,-1.714503544,Ru,facet
353,-1.791381359,-1.872830082,Ru,edge
354,-1.85551548,-1.785371932,Ru,facet
355,-2.018558502,-1.95089991,Ru,edge
356,-1.636226654,-1.642043623,Ru,facet
357,-1.761096954,-1.703061211,Ru,facet
358,-2.065360069,-2.124978445,Ru,corner
359,-2.071248055,-1.811444575,Ru,facet
360,-2.018446922,-2.01995793,Ru,edge
361,-1.848472118,-1.849358908,Ru,edge
362,-1.929808617,-1.948557557,Ru,corner
363,-1.976527214,-1.92606095,Ru,edge
364,-2.100845814,-2.025579134,Ru,edge
365,-2.039153099,-2.10742615,Ru,corner
366,-1.742171764,-1.779952593,Ir,facet
367,-2.08793211,-2.276067991,Ir,corner
368,-2.005774498,-2.03459827,Ir,edge
369,-1.788149834,-1.857575643,Ir,facet
370,-1.513204098,-1.604891685,Ir,facet
371,-1.800618649,-1.781181792,Ir,facet
372,-1.572554111,-1.64744668,Ir,facet
373,-1.605121613,-1.708985452,Ir,facet
374,-1.668437004,-1.739378432,Ir,facet
375,-1.814618111,-1.94558866,Ir,edge
376,-1.768571854,-1.854525582,Ir,edge
377,-1.659439564,-1.762826143,Ir,facet
378,-2.492074966,-2.627352253,Ir,corner
379,-1.990953445,-2.100640087,Ir,edge
380,-1.980522156,-2.163264847,Ir,corner
381,-1.503245831,-1.614135381,Ir,facet
382,-1.616810799,-1.656377489,Ir,facet
383,-1.866415501,-1.883160631,Ir,facet
384,-1.939018726,-2.039124841,Ir,edge
385,-2.231345654,-2.385584055,Ir,corner
386,-1.840958118,-1.976245713,Ir,facet
387,-2.053639889,-2.202371615,Ir,corner
388,-0.853879929,-1.203823676,Pd,facet
389,-1.351029873,-1.502189809,Pd,corner
390,-0.928688049,-1.189948797,Pd,facet
391,-0.885682106,-1.189469887,Pd,facet
392,-1.093977928,-1.324413119,Pd,edge
393,-0.826001644,-1.164812597,Pd,facet
394,-0.982187748,-1.190280275,Pd,facet
395,-1.054868221,-1.244754355,Pd,facet
396,-1.246171951,-1.392450061,Pd,edge
397,-1.119240284,-1.284369679,Pd,edge
398,-0.877498627,-1.182393755,Pd,facet
399,-0.850744247,-1.166589052,Pd,facet
400,-1.058431625,-1.25934496,Pd,facet
401,-1.146867275,-1.293411586,Pd,facet
402,-1.008020401,-1.216841002,Pd,facet
403,-1.198241234,-1.356234275,Pd,edge
404,-0.934479237,-1.248835318,Pd,facet
405,-1.127876759,-1.324662469,Pd,edge
406,-0.983724117,-1.222526909,Pd,facet
407,-1.176478863,-1.311391176,Pd,facet
408,-1.003210545,-1.233438612,Pd,facet
409,-1.125258446,-1.364159715,Pd,edge
410,-0.975706577,-1.242082087,Pd,facet
411,-1.240727425,-1.470721239,Pd,corner
412,-1.617237091,-1.489955776,Pt,corner
413,-1.375413895,-1.198652242,Pt,edge
414,-1.416604519,-1.186776769,Pt,edge
415,-1.694344997,-1.540326671,Pt,corner
416,-1.51026535,-1.288976241,Pt,edge
417,-1.164148331,-0.969861922,Pt,facet
418,-1.388885975,-1.275629608,Pt,edge
419,-1.172569752,-1.095530937,Pt,facet
420,-1.087835789,-0.929415017,Pt,facet
421,-1.151959419,-0.96741556,Pt,facet
422,-1.863266945,-1.63382695,Pt,corner
423,-1.007247448,-0.850576734,Pt,facet
424,-1.388008595,-1.257180011,Pt,edge
425,-1.514077187,-1.414891618,Pt,edge
426,-1.451683044,-1.248778393,Pt,edge
427,-1.384930134,-1.203634992,Pt,edge
428,-1.060052395,-0.925415017,Pt,facet
429,-1.672347546,-1.50216009,Pt,corner
430,-1.545289516,-1.434277064,Pt,corner
431,-1.220469475,-1.060781069,Pt,facet
432,-1.385334015,-1.070036056,Pt,facet
433,-1.148134708,-0.980500737,Pt,facet
434,-1.232931614,-1.056181607,Pt,facet
435,-1.432937145,-1.30575414,Pt,edge
436,-0.992704391,-0.955797769,Pt,facet
437,-1.364744186,-1.200170841,Pt,edge
438,-1.379306316,-1.19500642,Pt,edge
439,-1.737116814,-1.565087158,Rh,edge
440,-1.528259754,-1.456124546,Rh,facet
441,-1.688398838,-1.541430276,Rh,edge
442,-1.377357483,-1.399469429,Rh,facet
443,-1.365367889,-1.389979637,Rh,facet
444,-1.318082809,-1.394374987,Rh,facet
445,-1.209023952,-1.341824228,Rh,facet
446,-1.720656395,-1.557649441,Rh,edge
447,-1.621008873,-1.56911982,Rh,corner
448,-1.528220177,-1.489301706,Rh,edge
449,-1.665533543,-1.564631749,Rh,corner
450,-1.309325695,-1.381138057,Rh,facet
451,-1.592947483,-1.490146925,Rh,edge
452,-1.436224937,-1.398339316,Rh,facet
453,-1.400178432,-1.393128604,Rh,facet
454,-1.526256084,-1.429650267,Rh,facet
455,-1.416304111,-1.390420959,Rh,facet
456,-1.574298859,-1.459579431,Rh,facet
457,-1.473782539,-1.449289835,Rh,edge
458,-1.52852726,-1.478664772,Rh,edge
459,-2.074234486,-1.966213744,Ru,edge
460,-2.116153717,-1.868241655,Ru,facet
461,-1.830763817,-1.702760097,Ru,facet
462,-2.146725178,-2.049057677,Ru,edge
463,-1.834943295,-1.708317689,Ru,facet
464,-2.049560547,-2.106489405,Ru,corner
465,-2.029881477,-1.981610102,Ru,edge
466,-2.048675537,-2.02110123,Ru,corner
467,-1.95733881,-1.882233387,Ru,edge
468,-1.744082928,-1.676567107,Ru,facet
469,-1.801152706,-1.689906507,Ru,facet
470,-1.833882809,-1.862164359,Ru,edge
471,-2.007811546,-2.013058587,Ru,corner
472,-1.982339859,-1.809743502,Ru,facet
473,-2.330180645,-2.304005958,Ru,corner
474,-1.945003986,-2.013840109,Ru,corner
475,-2.087740421,-1.894114865,Ru,facet
476,-2.062108994,-1.957440912,Ru,edge
477,-2.254411697,-2.096309983,Ru,edge
478,-2.038598061,-2.009066739,Ru,corner
479,-1.7955513,-1.653440273,Ru,facet
480,-1.797562599,-1.722445488,Ru,facet
481,-2.178441525,-2.160539127,Ru,corner
482,-1.774246693,-1.721135912,Ru,facet
483,-2.308430195,-2.217554059,Ru,corner
484,-1.814733028,-1.685565652,Ru,facet
485,-1.879236221,-1.723284972,Ru,facet
486,-2.206296921,-2.189202676,Ru,corner
487,-2.240123272,-2.20315855,Ru,corner
488,-1.738435745,-1.815721115,Ir,facet
489,-2.169396877,-2.335530651,Ir,corner
490,-1.728363991,-1.793983697,Ir,facet
491,-1.996666431,-1.972949812,Ir,facet
492,-1.63770771,-1.744375215,Ir,facet
493,-1.637806892,-1.69267239,Ir,facet
494,-2.132702351,-2.305658169,Ir,corner
495,-1.869282722,-1.901075768,Ir,facet
496,-1.953500271,-1.941868421,Ir,facet
497,-1.87065506,-1.937086013,Ir,edge
498,-1.867427349,-1.949149809,Ir,facet
499,-1.927948475,-2.13487505,Ir,corner
500,-2.085862637,-2.192985297,Ir,corner
501,-1.750507832,-1.739406074,Ir,facet
502,-1.734194756,-1.785366951,Ir,facet
503,-1.619942665,-1.685597731,Ir,facet
504,-2.046438694,-2.193971009,Ir,corner
505,-1.594165325,-1.678518367,Ir,facet
506,-1.616740227,-1.683629836,Ir,facet
507,-1.529891014,-1.658280101,Ir,facet
508,-2.020712376,-2.131622083,Ir,corner
509,-1.836948872,-1.929231194,Ir,edge
510,-1.912343025,-2.029852326,Ir,edge
511,-2.133852959,-2.253816544,Ir,corner
512,-2.030522823,-2.072878122,Ir,edge
513,-1.082676411,-1.265503181,Pd,facet
514,-0.893513203,-1.227490492,Pd,facet
515,-1.332913399,-1.49351401,Pd,corner
516,-1.032217026,-1.216593301,Pd,facet
517,-1.208352089,-1.378408619,Pd,edge
518,-1.134093761,-1.356253405,Pd,edge
519,-1.074726105,-1.295792615,Pd,facet
520,-1.044219017,-1.264293372,Pd,facet
521,-1.330830097,-1.498967718,Pd,corner
522,-0.867804527,-1.174391135,Pd,facet
523,-1.012414455,-1.264314481,Pd,facet
524,-1.056208611,-1.263378099,Pd,facet
525,-1.079580307,-1.304200593,Pd,edge
526,-0.926165581,-1.203288365,Pd,facet
527,-1.445839405,-1.572771374,Pd,corner
528,-1.302838326,-1.446763185,Pd,edge
529,-1.228132248,-1.437759867,Pd,edge
530,-1.374005795,-1.511611348,Pd,corner
531,-0.9343853,-1.187896937,Pd,facet
532,-0.857837677,-1.163280546,Pd,facet
533,-1.241295815,-1.402971248,Pd,edge
534,-1.233154297,-1.420066898,Pd,corner
535,-1.275806427,-1.125681345,Pt,facet
536,-1.720042706,-1.69957197,Pt,corner
537,-1.319283485,-1.092820964,Pt,facet
538,-1.074808598,-0.990946021,Pt,facet
539,-1.617894173,-1.429451188,Pt,corner
540,-1.119432926,-1.003667855,Pt,facet
541,-1.805227757,-1.842779533,Pt,corner
542,-1.259759426,-1.060912066,Pt,facet
543,-1.555847168,-1.314991877,Pt,edge
544,-1.367502213,-1.256128798,Pt,edge
545,-1.63116169,-1.490102946,Pt,corner
546,-1.246502876,-1.054208022,Pt,facet
547,-1.409791946,-1.247737422,Pt,edge
548,-1.147463799,-1.099077569,Pt,facet
549,-1.734762192,-1.70843774,Pt,corner
550,-1.352201939,-1.1147304,Pt,facet
551,-1.441661358,-1.17488728,Pt,edge
552,-1.08356142,-0.919665151,Pt,facet
553,-1.085417747,-0.958558956,Pt,facet
554,-1.279470444,-0.974851141,Pt,facet
555,-1.192732811,-1.036529314,Pt,facet
556,-1.271410942,-1.151741186,Pt,edge
557,-1.194073677,-1.018967587,Pt,facet
558,-1.445807457,-1.21275413,Pt,edge
559,-1.11577034,-0.96725114,Pt,facet
560,-1.078597546,-0.921565421,Pt,facet
561,-1.696609974,-1.555483546,Pt,corner
562,-1.537810326,-1.480301385,Rh,edge
563,-1.787519455,-1.603212634,Rh,edge
564,-1.416173458,-1.408238892,Rh,facet
565,-1.866259575,-1.650580434,Rh,edge
566,-1.727415562,-1.636613715,Rh,corner
567,-1.30793047,-1.372550884,Rh,facet
568,-1.854131699,-1.638691019,Rh,edge
569,-1.421653271,-1.389404384,Rh,facet
570,-1.259248734,-1.360731063,Rh,facet
571,-1.447637558,-1.412317599,Rh,facet
572,-1.583464622,-1.517470839,Rh,edge
573,-1.803831577,-1.605302764,Rh,edge
574,-1.525971413,-1.402474162,Rh,facet
575,-1.528073788,-1.456341317,Rh,edge
576,-1.503624916,-1.467760395,Rh,edge
577,-1.741220474,-1.609200444,Rh,corner
578,-1.823641777,-1.602663663,Rh,facet
579,-1.425479889,-1.448320146,Rh,edge
580,-1.396559715,-1.402956483,Rh,facet
581,-1.449995041,-1.409777317,Rh,facet
582,-1.443805218,-1.386154075,Rh,facet
583,-1.49550581,-1.439656651,Rh,edge
584,-1.467675209,-1.46799672,Rh,corner
585,-1.507234097,-1.413918259,Rh,facet
586,-2.131622791,-2.011237167,Ru,edge
587,-1.986559868,-1.907416442,Ru,edge
588,-1.710317135,-1.7739016,Ru,facet
589,-1.9648633,-1.913331392,Ru,edge
590,-1.957557678,-1.957258426,Ru,edge
591,-2.005524158,-1.954049818,Ru,edge
592,-2.018590927,-1.821914305,Ru,facet
593,-1.929627895,-1.76879003,Ru,facet
594,-2.068589211,-1.947804281,Ru,edge
595,-2.004040718,-1.831226244,Ru,facet
596,-1.949056625,-1.755688378,Ru,facet
597,-1.910139561,-1.921577151,Ru,edge
598,-1.787390232,-1.707699743,Ru,facet
599,-1.854100227,-1.900065428,Ru,corner
600,-2.235174656,-2.20901701,Ru,corner
601,-1.912250519,-1.732352286,Ru,facet
602,-2.499073505,-2.325442526,Ru,edge
603,-1.864803791,-1.824416056,Ru,edge
604,-1.845643997,-1.814869317,Ru,edge
605,-1.664204121,-1.61050721,Ru,facet
606,-1.722678661,-1.6407311,Ru,facet
607,-1.662724495,-1.617777665,Ru,facet
608,-2.390868187,-2.314748066,Ru,corner
609,-1.877081871,-1.72113493,Ru,facet
610,-1.819899559,-1.849584083,Ir,edge
611,-1.557879925,-1.644690098,Ir,facet
612,-1.952723503,-1.987469948,Ir,edge
613,-2.042919636,-2.129573026,Ir,corner
614,-2.155356884,-2.417133894,Ir,corner
615,-1.849174976,-1.87216018,Ir,facet
616,-2.040150166,-2.086349323,Ir,edge
617,-1.682713509,-1.767355948,Ir,facet
618,-1.588160515,-1.712407801,Ir,facet
619,-1.815354347,-1.969338083,Ir,edge
620,-1.493949413,-1.587713479,Ir,facet
621,-1.858319283,-1.881026294,Ir,edge
622,-1.857758999,-1.773813066,Ir,facet
623,-1.955455303,-2.100842111,Ir,edge
624,-1.789011955,-1.864571492,Ir,facet
625,-1.907227516,-1.985970208,Ir,edge
626,-1.790333271,-1.948005301,Ir,edge
627,-1.749069214,-1.798300009,Ir,facet
628,-2.193224907,-2.306634764,Ir,corner
629,-2.130172729,-2.240674698,Ir,corner
630,-2.198225021,-2.381157762,Ir,corner
631,-1.493052006,-1.660522655,Ir,facet
632,-1.757530689,-1.76262206,Ir,facet
633,-1.809680462,-1.780068455,Ir,facet
634,-1.682992935,-1.754541693,Ir,facet
635,-1.663043499,-1.692447723,Ir,facet
636,-1.025903225,-1.202529431,Pd,facet
637,-1.376908779,-1.478361377,Pd,corner
638,-1.188866615,-1.314746187,Pd,edge
639,-0.860966682,-1.167334793,Pd,facet
640,-1.123829365,-1.30574254,Pd,edge
641,-0.95647192,-1.204254432,Pd,facet
642,-0.998857975,-1.201604263,Pd,facet
643,-1.165410519,-1.35885443,Pd,edge
644,-0.903726101,-1.183835433,Pd,facet
645,-0.994513035,-1.228774513,Pd,facet
646,-0.94396019,-1.193524464,Pd,facet
647,-1.24509716,-1.344505258,Pd,edge
648,-1.430413246,-1.544732687,Pd,corner
649,-0.946761608,-1.188444451,Pd,facet
650,-1.11720562,-1.336590703,Pd,edge
651,-1.189229488,-1.427065191,Pd,edge
652,-1.330653191,-1.442234975,Pd,edge
653,-1.316243649,-1.489865452,Pd,corner
654,-0.930761337,-1.199875304,Pd,facet
655,-0.861138344,-1.167832174,Pd,facet
656,-1.146471024,-1.333407532,Pd,edge
657,-0.918809891,-1.225243703,Pd,facet
658,-1.237116337,-1.408542374,Pd,edge
659,-1.121760845,-1.335494684,Pd,edge
660,-1.365623951,-1.470741688,Pd,corner
661,-1.147441387,-1.360213981,Pd,edge
662,-1.206796646,-0.976264079,Pt,facet
663,-1.242353916,-0.923663534,Pt,facet
664,-1.392510891,-1.269388098,Pt,edge
665,-1.321175098,-1.13717299,Pt,facet
666,-1.630273819,-1.516900253,Pt,corner
667,-1.449270248,-1.397902937,Pt,edge
668,-1.249958038,-1.033918532,Pt,facet
669,-1.045663357,-0.87008617,Pt,facet
670,-1.422281742,-1.200428523,Pt,facet
671,-1.331720352,-1.201749816,Pt,facet
672,-1.112063408,-0.977484564,Pt,facet
673,-1.68253231,-1.494554159,Pt,corner
674,-1.541123867,-1.382857113,Pt,edge
675,-1.49349308,-1.168114233,Pt,facet
676,-1.546759605,-1.45326898,Pt,corner
677,-1.313844681,-1.033196699,Pt,facet
678,-1.347873211,-1.105996707,Pt,edge
679,-1.680981159,-1.502870602,Pt,corner
680,-1.203992367,-0.96036812,Pt,facet
681,-1.388908863,-1.173255474,Pt,edge
682,-1.245528221,-1.120361668,Pt,facet
683,-1.715717793,-1.680140702,Pt,corner
684,-1.379036427,-1.279473814,Pt,edge
685,-1.573946953,-1.269474352,Pt,facet
686,-1.47698164,-1.450391143,Rh,edge
687,-1.393861771,-1.393187685,Rh,facet
688,-1.408105373,-1.383814374,Rh,facet
689,-1.367939472,-1.377312075,Rh,facet
690,-1.581003189,-1.483653877,Rh,edge
691,-1.806535721,-1.648581764,Rh,corner
692,-1.39439249,-1.392532746,Rh,facet
693,-1.730026722,-1.576427601,Rh,edge
694,-1.68102932,-1.598322138,Rh,corner
695,-1.620900631,-1.5004607,Rh,edge
696,-1.632473469,-1.541783081,Rh,corner
697,-1.607998371,-1.428173026,Rh,facet
698,-1.494744301,-1.419944545,Rh,facet
699,-1.271663189,-1.356991915,Rh,facet
700,-1.49632597,-1.423225551,Rh,facet
701,-1.562016964,-1.465029622,Rh,facet
702,-1.430050373,-1.386159121,Rh,facet
703,-1.540505886,-1.449023234,Rh,facet
704,-1.500959396,-1.408815827,Rh,facet
705,-1.634104729,-1.521344339,Rh,corner
706,-1.493942738,-1.4357493,Rh,facet
707,-1.52067709,-1.433634781,Rh,facet
708,-1.402008057,-1.399363671,Rh,facet
709,-1.628102779,-1.551177628,Rh,edge
710,-2.075398922,-1.944451747,Ru,edge
711,-1.905032158,-1.922163661,Ru,corner
712,-1.590719223,-1.591239842,Ru,facet
713,-2.044885635,-1.948720149,Ru,edge
714,-2.034604549,-1.798342922,Ru,facet
715,-1.883048058,-1.717889972,Ru,facet
716,-1.959001541,-1.972654538,Ru,corner
717,-1.792209148,-1.704583483,Ru,facet
718,-1.751600266,-1.688481988,Ru,facet
719,-2.055150986,-1.915853529,Ru,edge
720,-1.849108219,-1.714049663,Ru,facet
721,-2.081192493,-1.974153723,Ru,edge
722,-2.091365814,-2.009939871,Ru,edge
723,-1.943857193,-1.950363013,Ru,edge
724,-1.824539661,-1.685409937,Ru,facet
725,-2.125817299,-2.060511554,Ru,corner
726,-1.988419056,-1.780302116,Ru,facet
727,-1.735722065,-1.669648853,Ru,facet
728,-1.705162048,-1.652103681,Ru,facet
729,-2.027713299,-2.126308652,Ru,corner
730,-2.209421158,-2.131564147,Ru,corner
731,-2.264112949,-2.288704405,Ru,corner
732,-1.920909882,-1.909958056,Ir,facet
733,-1.920902252,-2.031731119,Ir,edge
734,-1.700612068,-1.825515304,Ir,facet
735,-1.79011488,-1.762200957,Ir,facet
736,-2.200373173,-2.355259298,Ir,corner
737,-2.268755436,-2.298704665,Ir,edge
738,-1.676362991,-1.760823548,Ir,facet
739,-1.494938374,-1.614374751,Ir,facet
740,-1.823330402,-1.770334844,Ir,facet
741,-1.626128197,-1.682834091,Ir,facet
742,-2.144359589,-2.221355098,Ir,corner
743,-1.763768673,-1.748468625,Ir,facet
744,-1.862634182,-1.925078089,Ir,edge
745,-2.017905235,-2.1799055,Ir,corner
746,-1.844765186,-1.932414762,Ir,edge
747,-1.851258755,-1.858473723,Ir,facet
748,-1.798110962,-1.894512197,Ir,edge
749,-1.531976223,-1.658630629,Ir,facet
750,-1.911102772,-2.079186443,Ir,corner
751,-1.884260654,-1.869597682,Ir,facet
752,-1.851325512,-1.901864162,Ir,facet
753,-2.293861866,-2.492108578,Ir,corner
754,-1.928833008,-2.028744871,Ir,edge
755,-2.046904564,-2.028620481,Ir,facet
756,-1.250123501,-1.423950624,Pd,edge
757,-1.225318432,-1.37558529,Pd,edge
758,-1.379789352,-1.465256317,Pd,corner
759,-0.855037212,-1.173520059,Pd,facet
760,-0.909777164,-1.217637867,Pd,facet
761,-0.925432205,-1.211034708,Pd,facet
762,-0.96216774,-1.226024076,Pd,facet
763,-0.867786884,-1.203903824,Pd,facet
764,-1.181132793,-1.315721489,Pd,edge
765,-1.253634453,-1.468753155,Pd,corner
766,-1.155016422,-1.360543809,Pd,edge
767,-1.360975742,-1.50874943,Pd,corner
768,-1.106838226,-1.324213573,Pd,edge
769,-1.230783939,-1.398749778,Pd,edge
770,-1.312229633,-1.487574136,Pd,corner
771,-1.22834444,-1.412691942,Pd,edge
772,-1.375349998,-1.51389244,Pd,corner
773,-1.172775269,-1.34964299,Pd,edge
774,-0.877242565,-1.205512396,Pd,facet
775,-1.254895687,-1.389037659,Pd,edge
776,-1.524812222,-1.598558655,Pd,corner
777,-1.332487106,-1.470410541,Pd,corner
778,-1.522275925,-1.314305623,Pt,edge
779,-1.252283096,-1.023405863,Pt,facet
780,-1.582791328,-1.456100247,Pt,edge
781,-1.367320061,-1.150899137,Pt,edge
782,-1.748779297,-1.615999994,Pt,corner
783,-1.140766621,-0.960737932,Pt,facet
784,-1.036807537,-0.910793452,Pt,facet
785,-1.358465195,-1.200005881,Pt,edge
786,-1.569309711,-1.436583264,Pt,corner
787,-1.633268833,-1.391875982,Pt,edge
788,-1.487094879,-1.318824761,Pt,edge
789,-1.3187747,-1.118924471,Pt,facet
790,-1.664045334,-1.475166556,Pt,corner
791,-1.165621758,-1.012827425,Pt,facet
792,-1.258201122,-1.048227968,Pt,facet
793,-1.476877689,-1.355482986,Pt,edge
794,-1.235650539,-1.003485645,Pt,facet
795,-1.08156538,-0.921357874,Pt,facet
796,-1.1865201,-1.047000474,Pt,facet
797,-1.156290531,-0.99788834,Pt,facet
798,-1.130927086,-1.022434434,Pt,facet
799,-1.341996193,-1.265499688,Pt,edge
800,-1.093933105,-1.026481874,Pt,facet
801,-1.489139557,-1.318685678,Pt,edge
802,-1.416219234,-1.38410936,Rh,facet
803,-1.625080109,-1.52127033,Rh,edge
804,-1.86709547,-1.682332917,Rh,corner
805,-1.573551178,-1.436184104,Rh,facet
806,-1.534751892,-1.491807507,Rh,edge
807,-1.651903152,-1.553230753,Rh,corner
808,-1.494278431,-1.444173527,Rh,facet
809,-1.730943203,-1.649552294,Rh,corner
810,-1.571443081,-1.532795795,Rh,edge
811,-1.555964947,-1.483827967,Rh,edge
812,-1.41923666,-1.383337309,Rh,facet
813,-1.435402393,-1.385031742,Rh,facet
814,-1.283756256,-1.349793256,Rh,facet
815,-1.597518921,-1.475898887,Rh,edge
816,-1.56825161,-1.4396638,Rh,facet
817,-1.553255558,-1.426805116,Rh,facet
818,-1.270160198,-1.350009186,Rh,facet
819,-1.623169422,-1.457319206,Rh,facet
820,-1.756333351,-1.600407853,Rh,corner
821,-1.359313965,-1.385099864,Rh,facet
822,-1.429414272,-1.399252657,Rh,facet
823,-1.543831348,-1.476953939,Rh,edge
824,-1.476243496,-1.419179853,Rh,facet
825,-1.575354576,-1.422947385,Rh,facet
826,-1.552554131,-1.530075325,Rh,corner
827,-1.601598263,-1.610310233,Ru,facet
828,-1.911879063,-1.769272402,Ru,facet
829,-1.993932724,-1.805097603,Ru,facet
830,-1.997065067,-1.938891944,Ru,edge
831,-1.870174885,-1.771154242,Ru,facet
832,-2.026860237,-1.822728246,Ru,facet
833,-2.268951416,-2.09296801,Ru,edge
834,-1.904864311,-1.736181789,Ru,facet
835,-1.851397514,-1.703017002,Ru,facet
836,-1.98420763,-1.811011325,Ru,facet
837,-1.994833946,-1.928029981,Ru,edge
838,-2.093073845,-2.046569926,Ru,corner
839,-1.800401688,-1.681996984,Ru,facet
840,-1.982718468,-1.974954647,Ru,edge
841,-1.97860527,-1.789931378,Ru,facet
842,-2.036924362,-1.865275706,Ru,facet
843,-2.286047935,-2.203023957,Ru,corner
844,-1.990476608,-1.949926815,Ru,edge
845,-1.816142559,-1.689427083,Ru,facet
846,-1.894260883,-1.75153713,Ru,facet
847,-1.700311184,-1.649758135,Ru,facet
848,-1.707194805,-1.642546135,Ru,facet
849,-1.915956974,-1.706986991,Ru,facet
850,-1.856541157,-1.71944761,Ru,facet
851,-2.026557446,-2.034563925,Ru,corner
852,-1.975711823,-1.985536619,Ru,edge
853,-2.022034645,-2.087061902,Ru,corner
854,-1.695122242,-1.693488131,Ir,facet
855,-1.84431076,-1.976451265,Ir,edge
856,-1.610081196,-1.687273323,Ir,facet
857,-2.153954983,-2.252446781,Ir,corner
858,-2.022779942,-2.05463363,Ir,edge
859,-1.931874275,-2.151870935,Ir,edge
860,-2.079030037,-2.20860642,Ir,corner
861,-1.807899952,-1.766300836,Ir,facet
862,-1.735656261,-1.778781031,Ir,facet
863,-1.72951889,-1.773162591,Ir,facet
864,-1.644684315,-1.712260768,Ir,facet
865,-1.892808914,-1.973696742,Ir,edge
