,Ead_NNP,Ead_reg,ontop_element,ad_place_num
83,-1.5489821434020978,-1.4497811978473178,Rh,1
84,-1.3236894607543936,-1.3744873188201305,Rh,1
85,-1.3364467620849585,-1.3744025866617213,Rh,1
86,-1.5096487998962385,-1.4857568323306496,Rh,2
87,-1.931663036346432,-1.7384274979467147,Rh,3
88,-1.3457598686218226,-1.3603298997469528,Rh,1
89,-1.3913664817810023,-1.3923502454858778,Rh,1
90,-1.4244375228881845,-1.4469595959469386,Rh,2
91,-1.4854536056518528,-1.4595588263700632,Rh,2
92,-1.7054266929626438,-1.5251759985520148,Rh,2
93,-1.4697532653808605,-1.4926548289884471,Rh,2
94,-1.3487763404846174,-1.382874330728188,Rh,1
95,-1.6636948585510236,-1.5120570214897144,Rh,2
96,-1.6446590423583984,-1.5567445095305885,Rh,3
97,-1.5821795463562012,-1.4202962990023327,Rh,1
98,-1.7048068046569798,-1.4601586795907622,Rh,1
99,-1.4595856666564968,-1.4119111793757284,Rh,1
100,-1.5043077468872053,-1.4354440120360756,Rh,1
101,-1.7756586074829075,-1.5832429677352615,Rh,2
102,-1.7645235061645508,-1.6574571950665884,Rh,3
103,-2.163887023925783,-2.030672038478905,Ru,2
104,-1.9024333953857395,-1.7288921769052001,Ru,1
105,-2.003007411956784,-1.9643557277894783,Ru,2
106,-1.9171423912048289,-1.759053191627925,Ru,1
107,-1.9077348709106443,-1.7342803003965694,Ru,1
108,-1.676677703857421,-1.6432726399562838,Ru,1
109,-2.025041580200192,-1.8946483230602422,Ru,2
110,-1.7599887847900364,-1.6994709300717998,Ru,1
111,-1.9460659027099585,-1.7621571712379134,Ru,1
112,-2.049486160278315,-1.9432104500127458,Ru,2
113,-1.8730454444885245,-1.7331608242878238,Ru,1
114,-1.992183208465576,-1.7943125137366398,Ru,1
115,-1.7870135307311985,-1.6716819864895456,Ru,1
116,-2.319913864135742,-2.078792809887877,Ru,1
117,-1.80641412734985,-1.6813520201344627,Ru,1
118,-2.468474864959714,-2.4134975002807777,Ru,3
119,-2.2213754653930664,-2.146409363341608,Ru,3
120,-1.8097767829895,-1.6759525987271209,Ru,1
121,-2.206611156463622,-2.216466512252251,Ru,3
122,-1.9995603561401407,-2.0909470571211948,Ir,2
123,-1.8268060684204084,-1.8152535484178192,Ir,1
124,-1.6544775962829623,-1.7694250016450903,Ir,1
125,-1.6422567367553764,-1.7468888981667732,Ir,1
126,-1.8408498764038104,-1.89559612766932,Ir,1
127,-1.588595867156985,-1.7132600067636023,Ir,1
128,-1.6766085624694815,-1.7032987878948656,Ir,1
129,-1.852820873260499,-1.936338789092376,Ir,2
130,-2.0841526985168493,-2.2225969417432703,Ir,3
131,-2.1584997177124023,-2.33833722421513,Ir,3
132,-2.173073768615727,-2.3608001050596186,Ir,3
133,-1.8167948722839349,-1.9912531178627244,Ir,2
134,-1.6121706962585458,-1.6941991847575273,Ir,1
135,-1.9312753677368173,-1.9883192133739316,Ir,2
136,-1.912519454956057,-2.000777353462909,Ir,2
137,-2.089991569519044,-2.248131644406936,Ir,3
138,-1.6930918693542465,-1.7383421406181823,Ir,1
139,-1.9761023521423349,-2.1297697563905644,Ir,3
140,-1.8090519905090328,-1.8631246832008879,Ir,1
141,-1.8775281906127947,-1.8468327942073897,Ir,1
142,-1.9868865013122583,-2.008509545968505,Ir,2
143,-2.224332332611086,-2.2474111807407495,Ir,2
144,-1.277953147888188,-1.4345539379212462,Pd,2
145,-0.9682769775390668,-1.2393992654707822,Pd,1
146,-1.4135980606079146,-1.5303587779073435,Pd,3
147,-1.4896922111511266,-1.5226536635339845,Pd,2
148,-1.152940750122072,-1.2779373708055872,Pd,1
149,-1.2994189262390163,-1.4080383968612284,Pd,2
150,-1.0078344345092771,-1.2193823275740832,Pd,1
151,-1.2195501327514684,-1.3935332164360934,Pd,2
152,-0.9678921699523952,-1.2187866580154902,Pd,1
153,-0.8733849525451678,-1.1835831148276248,Pd,1
154,-1.1711435317993182,-1.3578501031827828,Pd,2
155,-1.1449675559997583,-1.3393586202741743,Pd,2
156,-1.148124217987064,-1.393730123815096,Pd,2
157,-0.949317932128908,-1.2282952724699043,Pd,1
158,-0.8788189888000515,-1.16595380258688,Pd,1
159,-0.994059562683109,-1.2330955907178334,Pd,1
160,-1.1848421096801758,-1.3628572236528809,Pd,2
161,-1.2768688201904297,-1.4230699829427944,Pd,2
162,-1.0412168502807626,-1.224554362096948,Pd,1
163,-1.323958396911622,-1.4394776118806445,Pd,2
164,-1.247287273406986,-1.4377298527494247,Pd,3
165,-1.2742533683776882,-1.4020906066341499,Pd,3
166,-1.401863574981692,-1.5342886797847706,Pd,3
167,-1.454255104064944,-1.5266158885657537,Pd,3
168,-1.0582742691040077,-0.9181018085825421,Pt,1
169,-1.449198722839358,-1.3462775942322314,Pt,2
170,-1.508785724639897,-1.2274091182914986,Pt,1
171,-1.652259349822999,-1.527077612984558,Pt,3
172,-2.1019287109375,-2.0275757781030794,Pt,3
173,-1.4243502616882386,-1.3281126327794537,Pt,2
174,-1.0662250518798857,-0.9906651584267712,Pt,1
175,-1.174143314361575,-0.9657433229578161,Pt,1
176,-1.0869417190551758,-0.9888522202333448,Pt,1
177,-1.1071190834045437,-0.9882683926795296,Pt,1
178,-1.4960861206054703,-1.3325757060186378,Pt,2
179,-1.0491857528686532,-0.9045309176871176,Pt,1
180,-1.3530135154724148,-1.2642657258877996,Pt,2
181,-1.226565361022952,-1.130434445160644,Pt,1
182,-1.4403634071350142,-1.1989271746365824,Pt,1
183,-1.2441020011901929,-1.0716004767943157,Pt,1
184,-1.0882501602172896,-0.9894958860682991,Pt,1
185,-1.321482181549075,-1.121273258226631,Pt,1
186,-1.4026308059692427,-1.201590247689073,Pt,2
187,-1.421103000640871,-1.287777857706499,Pt,1
188,-1.4947590827941912,-1.4121978167028084,Pt,2
189,-1.2616200447082582,-0.9999594990134086,Pt,1
190,-1.0753531455993717,-0.8951098924512217,Pt,1
191,-1.249961376190189,-1.0229535714791844,Pt,1
192,-1.1310462951660174,-0.9489912996569771,Pt,1
193,-1.607647895812991,-1.4424975503036757,Pt,3
194,-1.472804069519043,-1.2233573658496932,Pt,2
195,-1.6568212509155282,-1.4031277348995386,Pt,2
196,-1.6513395309448304,-1.5450502101491357,Rh,2
197,-1.484326362609866,-1.4245526707513103,Rh,1
198,-1.628087997436526,-1.4429855946414936,Rh,1
199,-1.378602027893069,-1.3902500233261992,Rh,1
200,-1.743040561676028,-1.6137684111260722,Rh,3
201,-1.4031691551208505,-1.4253022244603157,Rh,1
202,-1.574740409851076,-1.4965377905306385,Rh,2
203,-1.4345140457153356,-1.4142708543480054,Rh,1
204,-1.545725822448734,-1.4500818603448993,Rh,1
205,-1.5042538642883327,-1.4982170851937033,Rh,2
206,-1.3605775833129892,-1.3922108474188175,Rh,1
207,-1.5199770927429217,-1.4180652991688807,Rh,1
208,-1.4756054878234846,-1.3932667404697643,Rh,1
209,-1.7390089035034195,-1.6315230572419912,Rh,3
210,-1.5636520385742196,-1.498970843972605,Rh,2
211,-1.5795454978942909,-1.5153626269351514,Rh,2
212,-1.6776933670043972,-1.5814293210890118,Rh,3
213,-1.3541340827941903,-1.3785004272756105,Rh,1
214,-1.701088905334477,-1.592679985596411,Rh,3
215,-1.4655337333679253,-1.4000457336494982,Rh,1
216,-1.6462841033935511,-1.550525841914529,Rh,3
217,-1.305495262145996,-1.382446885373235,Rh,1
218,-1.32421970367432,-1.3831485012854232,Rh,1
219,-1.4502758979797328,-1.4083194189238522,Rh,1
220,-1.459285259246827,-1.4054442023822957,Rh,1
221,-1.71270847320557,-1.6120060663325564,Rh,3
222,-1.3592929840087882,-1.3801877115714782,Rh,1
223,-1.933844566345224,-1.7487676671693797,Ru,1
224,-2.180657863616948,-2.2214191747649443,Ru,3
225,-1.8537831306457533,-1.8824421528863855,Ru,2
226,-1.9753994941711444,-1.9673676048236044,Ru,2
227,-2.0820264816284224,-2.0287990404961724,Ru,2
228,-2.1888566017150897,-2.2294593612274056,Ru,3
229,-1.9380345344543448,-2.0209511642121116,Ru,3
230,-1.7918958663940456,-1.708576067918096,Ru,1
231,-2.36133527755738,-2.2676644921224955,Ru,3
232,-2.069745540618901,-1.962504097604346,Ru,2
233,-1.8928461074829128,-1.8954853512696774,Ru,2
234,-1.7933950424194365,-1.6881646634658332,Ru,1
235,-1.889984130859376,-1.9433998129087184,Ru,3
236,-1.965144157409668,-1.8866277851472986,Ru,2
237,-1.7681694030761737,-1.6793910948926407,Ru,1
238,-2.007016181945806,-1.8068050615197109,Ru,1
239,-2.0040163993835503,-1.8149371049511651,Ru,1
240,-1.882809162139896,-1.6987444249533992,Ru,1
241,-1.9002475738525424,-1.707966471669323,Ru,1
242,-2.041248321533206,-1.7792386377607394,Ru,1
243,-1.9888377189636195,-1.8152706390792201,Ru,1
244,-1.479137420654295,-1.6432285858758438,Ir,1
245,-2.0894126892089844,-2.1163420780536617,Ir,2
246,-1.661586761474613,-1.7202193917121624,Ir,1
247,-1.5809984207153338,-1.6442942839681949,Ir,1
248,-1.956214427948,-2.0495842088116127,Ir,2
249,-1.9818062782287624,-2.1046655675257955,Ir,2
250,-2.3030815124511728,-2.460404059876516,Ir,3
251,-2.3050580024719265,-2.4347546711598653,Ir,3
252,-1.9644122123718244,-2.1176786116711384,Ir,2
253,-2.12701606750488,-2.321647462837815,Ir,3
254,-1.65742826461792,-1.7456402905232513,Ir,1
255,-1.9386200904846265,-1.9408247781648975,Ir,1
256,-1.685683727264406,-1.7141586749121192,Ir,1
257,-1.6921172142028764,-1.7272217104138912,Ir,1
258,-2.131688117980956,-2.2890069299579316,Ir,3
259,-1.7403945922851571,-1.8058151803239721,Ir,1
260,-2.0299615859985307,-2.1319608481361794,Ir,3
261,-1.7346057891845712,-1.7640994518513597,Ir,1
262,-1.7257981300354004,-1.756254337693594,Ir,1
263,-1.6626400947570756,-1.7390267281344607,Ir,1
264,-2.349707603454592,-2.5031290256153946,Ir,3
265,-1.798652172088623,-1.8370803627684458,Ir,1
266,-0.9863891601562528,-1.1928925131062968,Pd,1
267,-1.339790821075442,-1.5233080424953622,Pd,3
268,-1.082206726074218,-1.2487657240117114,Pd,1
269,-1.2748117446899423,-1.4504041573607456,Pd,2
270,-0.9378099441528294,-1.2279512617558332,Pd,1
271,-0.9383029937744168,-1.1796934519790727,Pd,1
272,-1.144073486328126,-1.301035233036071,Pd,2
273,-0.9161391258239756,-1.2214589253265196,Pd,1
274,-0.941653251647951,-1.2142343705029224,Pd,1
275,-1.179563522338869,-1.2859063476633728,Pd,1
276,-1.1282153129577654,-1.2711570944401431,Pd,1
277,-0.9996986389160174,-1.2288526819682553,Pd,1
278,-0.975167751312256,-1.2164946825101408,Pd,1
279,-1.0009207725524938,-1.2468497525466695,Pd,1
280,-1.2298192977905291,-1.3655350980417036,Pd,2
281,-1.1413288116455105,-1.381766928599305,Pd,2
282,-1.2787036895751935,-1.4194560563904681,Pd,3
283,-1.1811404228210431,-1.3954346754644917,Pd,2
284,-1.1518578529357946,-1.320080827161975,Pd,2
285,-0.9078540802001944,-1.218279052561075,Pd,1
286,-0.8980813026428258,-1.209424487239933,Pd,1
287,-0.9655079841613796,-1.2375093504260775,Pd,1
288,-0.9422531127929688,-1.1981677838261935,Pd,1
289,-1.4379887580871582,-1.540774089823868,Pd,3
290,-1.3927774429321325,-1.2282204391303646,Pt,2
291,-1.7694344520568848,-1.5971088870944656,Pt,2
292,-1.2754044532775906,-1.0162856462592946,Pt,1
293,-1.724549770355229,-1.621357407129704,Pt,3
294,-1.2221407890319824,-1.0104101739517857,Pt,1
295,-1.364050388336187,-1.2033977950463606,Pt,1
296,-1.1442713737487793,-1.0033702810383283,Pt,1
297,-1.0713109970092765,-0.9215740461394433,Pt,1
298,-1.2227845191955602,-0.9593530257990666,Pt,1
299,-1.2874145507812518,-1.1463492716091515,Pt,1
300,-1.2579894065856934,-1.0810177284449143,Pt,1
301,-1.3847246170043943,-1.204223671142801,Pt,1
302,-1.4986748695373544,-1.3853390538092383,Pt,3
303,-1.5221061706542969,-1.2778123580206002,Pt,1
304,-1.6400885581970197,-1.5615029534823304,Pt,3
305,-1.4746861457824716,-1.3399131730869474,Pt,2
306,-1.0799179077148446,-0.9313115134566775,Pt,1
307,-1.1930904388427723,-1.039114220055614,Pt,1
308,-1.1216692924499505,-1.0348888826901441,Pt,1
309,-1.305251121520996,-1.189354127821577,Pt,1
310,-1.5883731842041031,-1.5093972877006445,Pt,2
311,-1.166767597198488,-1.0359508774094572,Pt,1
312,-1.656995296478268,-1.5397897436830965,Pt,2
313,-1.7878756523132333,-1.6096541707395875,Rh,2
314,-1.577649593353275,-1.5204246900762495,Rh,2
315,-1.634064197540284,-1.5752785653517765,Rh,3
316,-1.5631537437438965,-1.4819466184976633,Rh,2
317,-1.7545800209045446,-1.659675159183362,Rh,3
318,-1.4135756492614755,-1.3885448674832723,Rh,1
319,-1.644484519958498,-1.5429712235924327,Rh,2
320,-1.3470082283020055,-1.3539842390200267,Rh,1
321,-1.6286849975585929,-1.5028657899640003,Rh,2
322,-1.5204095840454093,-1.418613430029856,Rh,1
323,-1.5951151847839338,-1.47596154251434,Rh,2
324,-1.3123297691345197,-1.3715706823400962,Rh,1
325,-1.3254041671752903,-1.3601543380787848,Rh,1
326,-1.582030296325681,-1.524771681081491,Rh,2
327,-1.5833487510681152,-1.4930158342390398,Rh,2
328,-1.4135775566101083,-1.3996704311612587,Rh,1
329,-1.7774415016174308,-1.6748773278722613,Rh,3
330,-1.319794654846187,-1.3754984278766824,Rh,1
331,-1.7089657783508292,-1.614989773677436,Rh,3
332,-1.4709391593933103,-1.4643269551254137,Rh,2
333,-1.3090109825134268,-1.361686455295481,Rh,1
334,-1.627957820892333,-1.453261313693449,Rh,1
335,-1.5242166519165057,-1.4918318968097524,Rh,2
336,-1.395258903503418,-1.4233083905690118,Rh,1
337,-1.648811340332034,-1.5854401167560488,Rh,3
338,-1.4668049812316877,-1.420349703390015,Rh,1
339,-1.6376910209655735,-1.568241380880413,Rh,3
340,-2.081401824951172,-1.9663677392600452,Ru,2
341,-1.7276349067688006,-1.6568262094132866,Ru,1
342,-1.8240890502929688,-1.734111814084459,Ru,1
343,-1.951504230499268,-1.906929157722265,Ru,2
344,-1.9928669929504408,-2.0418302041428853,Ru,3
345,-1.808959484100343,-1.6844476491109064,Ru,1
346,-1.6931238174438512,-1.6079170399549345,Ru,1
347,-2.19133758544922,-2.2236581269824356,Ru,3
348,-2.027426242828368,-1.9226300680346347,Ru,2
349,-1.8936972618103045,-1.8716354506518948,Ru,2
350,-1.9095668792724616,-1.9626585843249258,Ru,3
351,-2.0479946136474627,-1.9641128225960713,Ru,2
352,-1.8746619224548349,-1.714503544093714,Ru,1
353,-1.79138135910034,-1.872830082462544,Ru,2
354,-1.855515480041504,-1.7853719324925508,Ru,1
355,-2.0185585021972674,-1.9508999098663238,Ru,2
356,-1.6362266540527344,-1.6420436231839795,Ru,1
357,-1.7610969543456996,-1.7030612112823402,Ru,1
358,-2.0653600692749032,-2.1249784447762687,Ru,3
359,-2.0712480545044,-1.8114445752744728,Ru,1
360,-2.018446922302248,-2.0199579300340145,Ru,2
361,-1.848472118377684,-1.8493589076367067,Ru,2
362,-1.929808616638184,-1.948557557156998,Ru,3
363,-1.9765272140502947,-1.9260609503872164,Ru,2
364,-2.1008458137512216,-2.0255791344440324,Ru,2
365,-2.039153099060054,-2.1074261498856353,Ru,3
366,-1.7421717643737755,-1.7799525931754905,Ir,1
367,-2.08793210983276,-2.2760679906468253,Ir,3
368,-2.0057744979858354,-2.034598270488129,Ir,2
369,-1.7881498336791992,-1.8575756426372383,Ir,1
370,-1.5132040977477992,-1.6048916849642454,Ir,1
371,-1.8006186485290492,-1.7811817924100457,Ir,1
372,-1.5725541114807084,-1.6474466800912644,Ir,1
373,-1.6051216125488272,-1.7089854517220968,Ir,1
374,-1.668437004089351,-1.7393784320302808,Ir,1
375,-1.8146181106567392,-1.9455886603658046,Ir,2
376,-1.7685718536376926,-1.8545255817614474,Ir,2
377,-1.6594395637512165,-1.7628261425964258,Ir,1
378,-2.4920749664306623,-2.6273522531396973,Ir,3
379,-1.990953445434568,-2.1006400870660293,Ir,2
380,-1.9805221557617176,-2.1632648473985863,Ir,3
381,-1.5032458305358851,-1.6141353808348209,Ir,1
382,-1.6168107986450178,-1.656377488883953,Ir,1
383,-1.8664155006408665,-1.8831606307241362,Ir,1
384,-1.939018726348872,-2.0391248407793983,Ir,2
385,-2.2313456535339347,-2.385584055176438,Ir,3
386,-1.84095811843872,-1.9762457126626565,Ir,1
387,-2.053639888763424,-2.202371615199196,Ir,3
388,-0.8538799285888636,-1.2038236761798753,Pd,1
389,-1.351029872894283,-1.5021898085542875,Pd,3
390,-0.9286880493164018,-1.1899487972644138,Pd,1
391,-0.8856821060180629,-1.1894698868551798,Pd,1
392,-1.0939779281616158,-1.3244131193281519,Pd,2
393,-0.826001644134517,-1.1648125973417354,Pd,1
394,-0.9821877479553152,-1.1902802745104746,Pd,1
395,-1.0548682212829554,-1.2447543545922177,Pd,1
396,-1.2461719512939418,-1.3924500609375225,Pd,2
397,-1.1192402839660618,-1.284369678519694,Pd,2
398,-0.8774986267089862,-1.1823937546790724,Pd,1
399,-0.8507442474365181,-1.1665890515181367,Pd,1
400,-1.058431625366203,-1.259344960496686,Pd,1
401,-1.146867275238038,-1.2934115862047788,Pd,1
402,-1.008020401000972,-1.2168410020209506,Pd,1
403,-1.1982412338256818,-1.356234275293776,Pd,2
404,-0.9344792366027797,-1.2488353177419789,Pd,1
405,-1.127876758575436,-1.3246624693759355,Pd,2
406,-0.9837241172790518,-1.2225269087322357,Pd,1
407,-1.1764788627624494,-1.3113911758935997,Pd,1
408,-1.00321054458618,-1.2334386119475877,Pd,1
409,-1.1252584457397434,-1.3641597148416305,Pd,2
410,-0.9757065773010244,-1.2420820872811884,Pd,1
411,-1.2407274246215776,-1.4707212388334796,Pd,3
412,-1.6172370910644496,-1.4899557762502358,Pt,3
413,-1.375413894653314,-1.1986522419935115,Pt,2
414,-1.4166045188903782,-1.1867767690636906,Pt,2
415,-1.6943449974060032,-1.5403266709625054,Pt,3
416,-1.5102653503417898,-1.28897624058012,Pt,2
417,-1.164148330688473,-0.9698619217677408,Pt,1
418,-1.3888859748840288,-1.275629608468063,Pt,2
419,-1.1725697517394975,-1.095530937497374,Pt,1
420,-1.0878357887268022,-0.9294150173031023,Pt,1
421,-1.1519594192504838,-0.9674155603280237,Pt,1
422,-1.8632669448852512,-1.6338269502020035,Pt,3
423,-1.0072474479675284,-0.8505767341934906,Pt,1
424,-1.388008594512935,-1.2571800108671647,Pt,2
425,-1.5140771865844682,-1.4148916175212882,Pt,2
426,-1.4516830444335902,-1.2487783927450868,Pt,2
427,-1.3849301338195774,-1.2036349918364608,Pt,2
428,-1.060052394866939,-0.9254150168882278,Pt,1
429,-1.6723475456237755,-1.5021600901845138,Pt,3
430,-1.5452895164489702,-1.4342770642758562,Pt,3
431,-1.2204694747924822,-1.0607810686640553,Pt,1
432,-1.3853340148925757,-1.070036056146881,Pt,1
433,-1.1481347084045348,-0.9805007368873563,Pt,1
434,-1.2329316139221174,-1.0561816072705636,Pt,1
435,-1.4329371452331534,-1.3057541398944241,Pt,2
436,-0.9927043914794932,-0.9557977693656301,Pt,1
437,-1.3647441864013636,-1.2001708405337677,Pt,2
438,-1.3793063163757306,-1.195006419512946,Pt,2
439,-1.7371168136596662,-1.5650871579512409,Rh,2
440,-1.528259754180901,-1.456124545785801,Rh,1
441,-1.6883988380432058,-1.5414302757289544,Rh,2
442,-1.3773574829101536,-1.399469428820218,Rh,1
443,-1.3653678894042942,-1.3899796373318707,Rh,1
444,-1.3180828094482395,-1.3943749866409187,Rh,1
445,-1.2090239524841282,-1.3418242281475647,Rh,1
446,-1.7206563949584952,-1.5576494405722603,Rh,2
447,-1.6210088729858363,-1.5691198199817382,Rh,3
448,-1.528220176696775,-1.4893017062531828,Rh,2
449,-1.6655335426330566,-1.5646317488814776,Rh,3
450,-1.3093256950378391,-1.3811380573680292,Rh,1
451,-1.5929474830627397,-1.4901469253023276,Rh,2
452,-1.4362249374389622,-1.3983393162856026,Rh,1
453,-1.400178432464596,-1.3931286039236725,Rh,1
454,-1.526256084442137,-1.4296502667330315,Rh,1
455,-1.4163041114807111,-1.390420959417481,Rh,1
456,-1.5742988586425746,-1.4595794312125547,Rh,1
457,-1.4737825393676711,-1.4492898354299417,Rh,2
458,-1.5285272598266575,-1.4786647716971397,Rh,2
459,-2.0742344856262207,-1.9662137437532037,Ru,2
460,-2.116153717041011,-1.868241654936527,Ru,1
461,-1.8307638168334908,-1.7027600972609882,Ru,1
462,-2.14672517776489,-2.049057677475939,Ru,2
463,-1.834943294525148,-1.708317689491944,Ru,1
464,-2.0495605468749973,-2.1064894052874004,Ru,3
465,-2.029881477355953,-1.981610101548056,Ru,2
466,-2.0486755371093697,-2.0211012300090503,Ru,3
467,-1.9573388099670384,-1.8822333870477646,Ru,2
468,-1.744082927703853,-1.676567107113273,Ru,1
469,-1.8011527061462402,-1.6899065073805377,Ru,1
470,-1.8338828086853,-1.8621643585708398,Ru,2
471,-2.007811546325682,-2.0130585874778992,Ru,3
472,-1.9823398590087875,-1.8097435021000163,Ru,1
473,-2.330180644989009,-2.304005958095872,Ru,3
474,-1.9450039863586424,-2.013840108534948,Ru,3
475,-2.0877404212951607,-1.8941148649408488,Ru,1
476,-2.0621089935302725,-1.9574409120006182,Ru,2
477,-2.254411697387693,-2.096309982996248,Ru,2
478,-2.038598060607905,-2.0090667390365997,Ru,3
479,-1.7955513000488228,-1.6534402731177256,Ru,1
480,-1.7975625991821236,-1.7224454878085886,Ru,1
481,-2.1784415245056143,-2.1605391265132043,Ru,3
482,-1.774246692657469,-1.7211359119832634,Ru,1
483,-2.3084301948547337,-2.217554059468031,Ru,3
484,-1.8147330284118623,-1.685565651578438,Ru,1
485,-1.879236221313472,-1.7232849720867134,Ru,1
486,-2.206296920776362,-2.1892026761558454,Ru,3
487,-2.2401232719421387,-2.203158549664214,Ru,3
488,-1.7384357452392587,-1.8157211146338341,Ir,1
489,-2.169396877288817,-2.33553065065183,Ir,3
490,-1.7283639907836923,-1.7939836965911753,Ir,1
491,-1.9966664314269995,-1.9729498119399542,Ir,1
492,-1.6377077102661124,-1.7443752151387881,Ir,1
493,-1.6378068923950169,-1.6926723899188167,Ir,1
494,-2.1327023506164515,-2.3056581685841158,Ir,3
495,-1.8692827224731416,-1.9010757684675736,Ir,1
496,-1.9535002708435067,-1.941868421247059,Ir,1
497,-1.870655059814457,-1.9370860128375924,Ir,2
498,-1.8674273490905755,-1.9491498093443842,Ir,1
499,-1.9279484748840328,-2.1348750501492035,Ir,3
500,-2.085862636566161,-2.1929852969293955,Ir,3
501,-1.750507831573482,-1.7394060743097182,Ir,1
502,-1.7341947555541957,-1.7853669511435835,Ir,1
503,-1.6199426651000983,-1.685597730783667,Ir,1
504,-2.046438694000247,-2.1939710088514595,Ir,3
505,-1.5941653251647967,-1.6785183665796763,Ir,1
506,-1.6167402267456057,-1.6836298357411685,Ir,1
507,-1.5298910140991202,-1.6582801010962909,Ir,1
508,-2.020712375640869,-2.1316220831796704,Ir,3
509,-1.836948871612548,-1.9292311944753433,Ir,2
510,-1.9123430252075195,-2.0298523263621755,Ir,2
511,-2.1338529586791983,-2.253816543833352,Ir,3
512,-2.030522823333742,-2.072878122440037,Ir,2
513,-1.0826764106750435,-1.2655031810550945,Pd,1
514,-0.8935132026672381,-1.2274904918924037,Pd,1
515,-1.332913398742682,-1.4935140100663453,Pd,3
516,-1.0322170257568413,-1.2165933011136951,Pd,1
517,-1.208352088928228,-1.378408618828767,Pd,2
518,-1.134093761444091,-1.3562534053238968,Pd,2
519,-1.0747261047363272,-1.2957926152986223,Pd,1
520,-1.044219017028805,-1.2642933715639992,Pd,1
521,-1.3308300971984846,-1.4989677177913352,Pd,3
522,-0.8678045272827157,-1.1743911353545227,Pd,1
523,-1.0124144554138228,-1.2643144805627533,Pd,1
524,-1.056208610534675,-1.2633780985711447,Pd,1
525,-1.079580307006835,-1.3042005933648724,Pd,2
526,-0.9261655807495144,-1.203288365164595,Pd,1
527,-1.4458394050598151,-1.5727713739978462,Pd,3
528,-1.3028383255004865,-1.4467631849037654,Pd,2
529,-1.2281322479248056,-1.4377598671070282,Pd,2
530,-1.3740057945251518,-1.5116113483888416,Pd,3
531,-0.9343852996826144,-1.1878969366198924,Pd,1
532,-0.857837677001954,-1.1632805457915343,Pd,1
533,-1.2412958145141593,-1.4029712476759233,Pd,2
534,-1.233154296875,-1.4200668980419155,Pd,3
535,-1.2758064270019511,-1.125681344937201,Pt,1
536,-1.7200427055358922,-1.6995719704980745,Pt,3
537,-1.3192834854125968,-1.0928209641704774,Pt,1
538,-1.0748085975647008,-0.9909460209895945,Pt,1
539,-1.617894172668457,-1.4294511877645415,Pt,3
540,-1.1194329261779776,-1.0036678551931824,Pt,1
541,-1.8052277565002512,-1.842779532521175,Pt,3
542,-1.2597594261169451,-1.0609120659822244,Pt,1
543,-1.5558471679687536,-1.314991876701606,Pt,2
544,-1.3675022125244096,-1.256128797820129,Pt,2
545,-1.6311616897583017,-1.4901029460768207,Pt,3
546,-1.2465028762817356,-1.0542080221602057,Pt,1
547,-1.4097919464111328,-1.2477374222867144,Pt,2
548,-1.1474637985229474,-1.0990775685929883,Pt,1
549,-1.7347621917724627,-1.7084377396116899,Pt,3
550,-1.3522019386291495,-1.1147304004051577,Pt,1
551,-1.441661357879637,-1.1748872799599095,Pt,2
552,-1.0835614204406756,-0.9196651510627492,Pt,1
553,-1.0854177474975586,-0.958558955635844,Pt,1
554,-1.2794704437255886,-0.9748511406140565,Pt,1
555,-1.1927328109741175,-1.0365293141271337,Pt,1
556,-1.271410942077635,-1.151741185915024,Pt,2
557,-1.1940736770629885,-1.0189675872382704,Pt,1
558,-1.4458074569702148,-1.2127541302485925,Pt,2
559,-1.115770339965824,-0.967251139825795,Pt,1
560,-1.0785975456237828,-0.9215654208016215,Pt,1
561,-1.6966099739074725,-1.5554835458499194,Pt,3
562,-1.537810325622556,-1.480301384900758,Rh,2
563,-1.7875194549560574,-1.603212634419027,Rh,2
564,-1.4161734580993626,-1.408238891835339,Rh,1
565,-1.8662595748901367,-1.6505804340117662,Rh,2
566,-1.727415561676028,-1.6366137148583837,Rh,3
567,-1.3079304695129412,-1.3725508841329104,Rh,1
568,-1.854131698608397,-1.6386910193871278,Rh,2
569,-1.421653270721437,-1.3894043837700645,Rh,1
570,-1.2592487335205114,-1.3607310634150545,Rh,1
571,-1.447637557983401,-1.4123175993812005,Rh,1
572,-1.5834646224975597,-1.5174708387276332,Rh,2
573,-1.8038315773010245,-1.6053027644109548,Rh,2
574,-1.525971412658694,-1.4024741615145788,Rh,1
575,-1.52807378768921,-1.4563413171389525,Rh,2
576,-1.5036249160766593,-1.4677603946956963,Rh,2
577,-1.7412204742431658,-1.6092004436977825,Rh,3
578,-1.823641777038576,-1.6026636625440724,Rh,1
579,-1.4254798889160138,-1.448320146311868,Rh,2
580,-1.3965597152709917,-1.402956483031678,Rh,1
581,-1.4499950408935556,-1.4097773166568797,Rh,1
582,-1.4438052177429164,-1.386154074993763,Rh,1
583,-1.495505809783937,-1.4396566510581323,Rh,2
584,-1.4676752090454093,-1.4679967196238652,Rh,3
585,-1.5072340965270987,-1.4139182592372055,Rh,1
586,-2.131622791290286,-2.01123716693765,Ru,2
587,-1.986559867858888,-1.9074164417502928,Ru,2
588,-1.710317134857175,-1.7739016004981147,Ru,1
589,-1.9648633003234863,-1.9133313919755937,Ru,2
590,-1.957557678222659,-1.9572584260969768,Ru,2
