,x,y,z,lse,nnp_ade,reg_ade
0,9.630717277526855,9.628096580505373,15.458173751831056,0.4423742866516109,-1.2929873466491704,-1.4702044961729208
1,8.051162719726562,13.513675689697266,13.609140396118164,1.5346538352966306,-2.1240696907043444,-1.910908371126915
2,9.64579963684082,11.479050636291504,13.458063125610352,0.0903322639465331,-1.213915348052975,-1.0997847363210207
3,9.569632530212402,13.398235321044922,11.443487167358398,0.0807796096801753,-0.9046349525451634,-1.2321077670222638
4,7.8782639503479,11.731133460998535,15.475421905517578,0.5145466270446777,-1.6316245396931945,-1.5343824979369338
5,7.885914802551269,13.577227592468262,17.418825149536133,0.6390876235961915,-1.660552978515625,-1.5165582165332858
6,9.65199851989746,11.525043487548828,17.508134841918945,0.0630841827392574,-0.946581363677976,-1.2204559824582732
7,9.71699047088623,13.517330169677734,19.34142303466797,0.8316106948852546,-1.8421316146850568,-1.7699730823985944
8,9.64455795288086,15.477221488952637,9.675317764282228,0.2245528640747069,-1.3820416927337629,-1.2372906235626402
9,7.886859893798828,15.496423721313477,11.828192710876465,0.7439441146850587,-1.6367146174112948,-1.5654775669959187
10,7.970292091369629,17.44232177734375,13.544550895690918,1.222323432922364,-1.8470206260681146,-1.9905618520672894
11,9.69267463684082,17.4075927734375,11.543207168579102,0.6650171432495124,-1.6228466033935538,-1.6759176216662746
12,7.733317852020264,15.504938125610352,15.373412132263184,0.1009722328186031,-1.0101442337036133,-1.245403862978376
13,7.821044445037842,17.43080711364746,17.438737869262695,0.2762938117980953,-1.184857845306396,-1.3608466423195198
14,7.966754913330078,15.46314525604248,19.25487327575684,1.627638832092286,-2.1108673413594556,-2.219394998587783
15,9.670181274414062,15.44025707244873,21.26224136352539,0.2610912895202633,-1.0778687000274625,-1.3508363433308603
16,9.81848430633545,17.408954620361328,19.33099937438965,0.9487587738037108,-1.924101829528808,-1.67550661240481
17,9.75255012512207,19.35796165466309,13.464975357055664,0.2908744277954103,-1.2749338150024396,-1.354104150178395
18,7.946473121643066,19.308801651000977,15.41787338256836,0.4334928932189941,-1.5808256467183417,-1.4513448302964715
19,9.65164566040039,19.44038200378418,17.51720428466797,0.0297518348693843,-0.8914971351623526,-1.198507863450549
20,9.836867332458496,21.16960906982422,15.423351287841797,1.3557367477417,-2.000999689102173,-2.065884400088809
21,11.588945388793944,9.613865852355955,13.48200225830078,0.4642352523803712,-1.5121421813964817,-1.4349832530960698
22,13.609442710876465,7.830281257629394,13.592865943908691,1.4059030342102048,-2.0080175399780265,-1.8591786894747155
23,13.41703987121582,9.572941780090332,11.488062858581545,0.0782328224182125,-0.9476180076599076,-1.2304308017472363
24,11.65298843383789,7.869856357574463,15.40110969543457,0.913432067871094,-1.7467045783996598,-1.6445498351502579
25,11.648984909057615,9.574834823608398,17.424989700317383,0.4568027915954591,-1.532860279083252,-1.4315157409739185
26,13.644173622131348,7.714231967926025,17.315031051635742,0.2770248031616207,-1.131769180297853,-1.3613279731127452
27,13.537482261657717,9.71517562866211,19.34440994262696,1.0073153305053708,-1.936174392700188,-1.6990335498006597
28,11.592137336730955,13.51907444000244,9.691816329956056,0.9592196273803708,-1.9034805297851567,-1.6797095891689517
29,13.461396217346191,11.583391189575195,9.616700172424316,0.0601236763000487,-1.2405524253845206,-1.0688367399428245
30,13.491395950317385,13.514938354492188,7.869752407073975,1.1686396751403816,-1.8867423534393306,-1.9602530524622073
31,11.551411628723145,11.565366744995115,11.548919677734377,0.4891261520385743,-1.5457630157470668,-1.4465957592086183
32,11.55815601348877,11.538859367370604,19.38901710510254,0.3183659973144532,-1.3315749168395996,-1.3669299629640823
33,11.601396560668944,13.451770782470703,21.25513458251953,0.3181738319396974,-1.3422026634216282,-1.3668403108575045
34,13.543557167053224,11.61831760406494,21.141019821166992,0.7825314331054685,-1.6682143211364735,-1.6087195528785578
35,13.52718448638916,13.472597122192385,23.11651039123535,0.5707158508300783,-1.4862840175628653,-1.4846603084594563
36,11.659460067749023,15.431864738464355,7.8180766105651855,0.2844440879821777,-1.4237718582153305,-1.2986477913410504
37,11.571410179138184,17.38055992126465,9.68517017364502,0.6217012557983406,-1.5477395057678214,-1.651462318857452
38,13.501568794250488,17.407997131347656,7.972574710845947,1.2705685424804685,-1.9893891811370827,-1.804803803146497
39,11.528047561645508,17.4401912689209,21.378103256225582,0.0554501953124999,-1.2335581779479954,-1.0640488672236885
40,11.66271686553955,15.342106819152832,23.099485397338867,1.1437515678405763,-1.9345536231994604,-1.7520022228888148
41,13.621710777282717,17.387161254882812,23.215970993041992,0.355505046844482,-1.170766830444335,-1.4130043127102774
42,13.522247314453123,19.28473854064941,9.702013969421388,0.8916384506225583,-1.7623171806335414,-1.6525567269742074
43,11.563480377197266,19.30527114868164,11.50046157836914,0.8190870437622078,-1.7834525108337391,-1.7629024739334809
44,11.612236976623535,21.18648910522461,13.48214626312256,0.2862581672668458,-1.3298187255859348,-1.3519504974643033
45,13.389424324035645,21.25914764404297,11.462088584899902,0.0424481010437007,-0.8537235260009739,-1.206867885433864
46,11.51502799987793,21.36947059631348,17.513866424560547,0.0423069572448726,-0.897009849548339,-1.206774947459438
47,11.574941635131836,19.270885467529297,19.38732147216797,1.013341598510742,-1.9480500221252424,-1.7014547924091574
48,13.419215202331545,19.39634323120117,21.308982849121094,0.0579841079711913,-1.169849395751949,-1.0666448018864259
49,13.459217071533203,21.237585067749023,19.3798885345459,0.3588776054382325,-1.392356395721431,-1.3858300952785654
50,13.556724548339844,23.02221298217773,13.545184135437012,1.430648342132569,-2.1461584568023673,-2.108178021032984
51,11.675755500793455,23.087566375732425,15.422178268432615,0.3629233779907226,-1.5429835319519014,-1.3790480010883777
52,13.628450393676758,23.010761260986328,17.318557739257812,1.364850215911865,-2.035863637924191,-1.842684429217079
53,15.52092742919922,9.720317840576172,9.717133522033691,0.2957107963562011,-1.4637491703033438,-1.3101902723743883
54,15.50302791595459,7.928689002990723,11.669565200805664,1.366566673278809,-1.9257906277974424,-2.07199876421688
55,17.33981704711914,7.914364337921143,13.459425926208496,0.9721126708984392,-1.7750456333160396,-1.8492977498780183
56,17.409528732299805,9.786587715148926,11.511306762695312,0.957046203613281,-1.8664798736572257,-1.6788363478483683
57,15.568787574768066,7.850833892822266,15.386513710021973,0.877235427856446,-1.7961521148681667,-1.795731914227676
