,x,y,z,lse,nnp_ade,reg_nnp_ade,dft_ade,reg_dft_ade
0,17.384952545166016,17.418895721435547,23.155282974243164,0.2921882247924792,-1.1380245685577375,-1.3668177995441217,-1.5485759999999118,-1.4358330934826282
1,15.493885040283203,21.23543357849121,21.20356178283692,0.5863599243164064,-1.4697506427764897,-1.4926548289884471,-2.0460760000000846,-1.9570714823126514
2,17.4796085357666,19.40481376647949,21.27795791625977,0.3373870315551759,-1.3487763404846174,-1.382874330728188,-1.8301759999999376,-1.8711156088076613
3,17.377267837524414,21.17597198486328,19.2736759185791,0.8564612197875974,-1.80641412734985,-1.6813520201344627,-1.9201760000000831,-2.047621504172104
4,15.475703239440918,19.33026123046875,22.83909797668457,2.277896099090576,-2.4684729576110818,-2.4134975002807777,-2.477075999999897,-2.105945224866279
5,17.309335708618164,23.16743850708008,17.288497924804688,0.1786900138854976,-1.0875685214996333,-1.2883111243808147,-2.00037599999996,-1.3852020528962155
6,15.423425674438477,22.95735740661621,19.27250289916992,0.7317099037170411,-1.64465300242106,-1.5567445095305885,-1.968975999999884,-2.0072523847585075
7,19.284814834594727,17.423845291137695,21.171255111694336,0.6530351791381843,-1.6953954696655238,-1.6917249066810807,-2.180975999999873,-2.198722067645027
8,21.134878158569336,15.46278190612793,21.140119552612305,1.1263542327880869,-1.9514877796173085,-1.9836220843371972,-2.051975999999968,-2.501097108148075
9,21.295425415039062,17.460956573486328,19.382518768310547,0.0240679359436031,-0.9012565612792932,-1.181359083912015,-1.5907760000000053,-1.316225840484836
10,19.29124641418457,15.476924896240234,22.9760799407959,1.5149693641662605,-2.104548772176107,-2.2232821173931536,-2.5623760000000857,-2.749359913510414
11,19.34768486022949,21.276042938232425,17.445955276489258,-0.0228607711791992,-1.1698002815246582,-0.9569427829614784,-1.6382759999999053,-1.4965939556571177
12,21.298564910888672,19.355846405029297,17.464672088623047,0.1035724258422847,-0.9968223571777316,-1.2363523134318672,-1.282075999999961,-1.3516924352680897
13,21.24262428283692,21.185583114624023,15.43198585510254,0.3935296478271484,-1.5306184291839577,-1.4276889234308183,-1.8864759999999023,-1.9431957816401324
14,19.24950408935547,19.350923538208008,19.299654006958008,0.8459784317016599,-1.8097767829895,-1.6759525987271209,-1.814975999999888,-2.04719137880138
15,19.273345947265625,22.911523818969727,15.431836128234863,1.691181674957276,-2.1459379196166988,-2.3319527398655064,-2.6105760000000373,-2.8619313475181816
16,23.15324211120605,17.27642250061035,17.265132904052734,0.7918061676025392,-1.7756533622741686,-1.5832429677352615,-2.161675999999943,-2.0280001328341117
17,23.08981132507324,15.41551113128662,19.302095413208008,0.5727293434143066,-1.7022989590962696,-1.6302813972736168,-2.109175999999934,-2.135397397267617
18,23.06526565551757,19.215200424194336,15.424668312072754,0.9601177635192872,-1.764520009358723,-1.6574571950665884,-2.196476000000075,-2.0861083472971114
